이 메시지는 콘솔과 파일에 동시에 기록됩니다.
이 메시지도 로그에 기록됩니다.
torch.Size([1, 8, 256, 256])
Warning: PPO model not found at ./ppo_MlpPolicy_models/ppo_MlpPolicy_latest.zip. Starting training from scratch.
Starting training from scratch.
Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
[40;93m[Episode Start] Currently using dataset file: ('/nfs/dataset/DIV2K/DIV2K_train_HR/DIV2K_train_HR/0373.png',), Episode count: 1[0m
[92mInitial PSNR: 23.639778[0m
Logging to ./ppo_MultiInputPolicy/PPO_10
Step: 0      | Time taken for 스텝 사이와 사이 (action choose time?) : 1736773724.457479 seconds
Step: 1503   | Time taken for NumPy : 0.000521 seconds
Step: 1503   | Time taken for obs : 0.000001 seconds
Step: 1503   | Time taken for reward : 0.000001 seconds
Step: 1504   | Time taken for rollback : 0.000014 seconds
Step: 1504   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006848 seconds
Step: 1504   |Time taken for simulate : 0.007611 seconds
Step: 1504   | Time taken for NumPy : 0.000536 seconds
Step: 1504   | Time taken for obs : 0.000000 seconds
Step: 1504   | Time taken for reward : 0.000001 seconds
Step: 1505   | Time taken for rollback : 0.000013 seconds
Step: 1505   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006660 seconds
Step: 1505   |Time taken for simulate : 0.007509 seconds
Step: 1505   | Time taken for NumPy : 0.000177 seconds
Step: 1505   | Time taken for obs : 0.000000 seconds
Step: 1505   | Time taken for reward : 0.000001 seconds
Step: 1506   | Time taken for rollback : 0.000013 seconds
Step: 1506   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006356 seconds
Step: 1506   |Time taken for simulate : 0.007423 seconds
Step: 1506   | Time taken for NumPy : 0.000212 seconds
Step: 1506   | Time taken for obs : 0.000001 seconds
Step: 1506   | Time taken for reward : 0.000001 seconds
Step: 1507   | Time taken for rollback : 0.000019 seconds
Step: 1507   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010038 seconds
Step: 1507   |Time taken for simulate : 0.005863 seconds
Step: 1507   | Time taken for NumPy : 0.000193 seconds
Step: 1507   | Time taken for obs : 0.000000 seconds
Step: 1507   | Time taken for reward : 0.000001 seconds
Step: 1508   | Time taken for rollback : 0.000013 seconds
Step: 1508   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006547 seconds
Step: 1508   |Time taken for simulate : 0.002562 seconds
Step: 1508   | Time taken for NumPy : 0.000204 seconds
Step: 1508   | Time taken for obs : 0.000001 seconds
Step: 1508   | Time taken for reward : 0.000001 seconds
Step: 1509   | Time taken for rollback : 0.000062 seconds
Step: 1509   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006885 seconds
Step: 1509   |Time taken for simulate : 0.002135 seconds
Step: 1509   | Time taken for NumPy : 0.000226 seconds
Step: 1509   | Time taken for obs : 0.000001 seconds
Step: 1509   | Time taken for reward : 0.000001 seconds
Step: 1510   | Time taken for rollback : 0.000013 seconds
Step: 1510   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006137 seconds
Step: 1510   |Time taken for simulate : 0.001945 seconds
Step: 1510   | Time taken for NumPy : 0.000304 seconds
Step: 1510   | Time taken for obs : 0.000001 seconds
Step: 1510   | Time taken for reward : 0.000001 seconds
Step: 1511   | Time taken for rollback : 0.000013 seconds
Step: 1511   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006480 seconds
Step: 1511   |Time taken for simulate : 0.002097 seconds
Step: 1511   | Time taken for NumPy : 0.000638 seconds
Step: 1511   | Time taken for obs : 0.000000 seconds
Step: 1511   | Time taken for reward : 0.000001 seconds
Step: 1512   | Time taken for rollback : 0.000341 seconds
Step: 1512   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006002 seconds
Step: 1512   |Time taken for simulate : 0.002175 seconds
Step: 1512   | Time taken for NumPy : 0.000242 seconds
Step: 1512   | Time taken for obs : 0.000321 seconds
Step: 1512   | Time taken for reward : 0.000508 seconds
Step: 1513   | Time taken for rollback : 0.000014 seconds
Step: 1513   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010130 seconds
Step: 1513   |Time taken for simulate : 0.003083 seconds
Step: 1513   | Time taken for NumPy : 0.000313 seconds
Step: 1513   | Time taken for obs : 0.000000 seconds
Step: 1513   | Time taken for reward : 0.000001 seconds
Step: 1514   | Time taken for rollback : 0.000369 seconds
Step: 1514   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006626 seconds
Step: 1514   |Time taken for simulate : 0.007373 seconds
Step: 1514   | Time taken for NumPy : 0.000182 seconds
Step: 1514   | Time taken for obs : 0.000001 seconds
Step: 1514   | Time taken for reward : 0.000001 seconds
Step: 1515   | Time taken for rollback : 0.000014 seconds
Step: 1515   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009547 seconds
Step: 1515   |Time taken for simulate : 0.012907 seconds
Step: 1515   | Time taken for NumPy : 0.000180 seconds
Step: 1515   | Time taken for obs : 0.000000 seconds
Step: 1515   | Time taken for reward : 0.000001 seconds
Step: 1516   | Time taken for rollback : 0.000013 seconds
Step: 1516   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006099 seconds
Step: 1516   |Time taken for simulate : 0.007600 seconds
Step: 1516   | Time taken for NumPy : 0.000177 seconds
Step: 1516   | Time taken for obs : 0.000000 seconds
Step: 1516   | Time taken for reward : 0.000001 seconds
Step: 1517   | Time taken for rollback : 0.000013 seconds
Step: 1517   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007075 seconds
Step: 1517   |Time taken for simulate : 0.008052 seconds
Step: 1517   | Time taken for NumPy : 0.000187 seconds
Step: 1517   | Time taken for obs : 0.000001 seconds
Step: 1517   | Time taken for reward : 0.000001 seconds
Step: 1518   | Time taken for rollback : 0.000014 seconds
Step: 1518   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008015 seconds
Step: 1518   |Time taken for simulate : 0.002040 seconds
Step: 1518   | Time taken for NumPy : 0.000674 seconds
Step: 1518   | Time taken for obs : 0.000001 seconds
Step: 1518   | Time taken for reward : 0.000001 seconds
Step: 1519   | Time taken for print : 0.000001 seconds
Step: 1519   | Time taken for terminated : 0.000002 seconds
Step: 1519   | Time taken for max_steps : 0.000000 seconds
Step: 1519   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007895 seconds
Step: 1519   |Time taken for simulate : 0.002744 seconds
Step: 1519   | Time taken for NumPy : 0.000470 seconds
Step: 1519   | Time taken for obs : 0.000000 seconds
Step: 1519   | Time taken for reward : 0.000001 seconds
Step: 1520   | Time taken for rollback : 0.000014 seconds
Step: 1520   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007613 seconds
Step: 1520   |Time taken for simulate : 0.002568 seconds
Step: 1520   | Time taken for NumPy : 0.000175 seconds
Step: 1520   | Time taken for obs : 0.000001 seconds
Step: 1520   | Time taken for reward : 0.000000 seconds
Step: 1521   | Time taken for rollback : 0.000015 seconds
Step: 1521   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010668 seconds
Step: 1521   |Time taken for simulate : 0.002930 seconds
Step: 1521   | Time taken for NumPy : 0.000364 seconds
Step: 1521   | Time taken for obs : 0.000001 seconds
Step: 1521   | Time taken for reward : 0.000001 seconds
Step: 1522   | Time taken for rollback : 0.000016 seconds
Step: 1522   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006742 seconds
Step: 1522   |Time taken for simulate : 0.002020 seconds
Step: 1522   | Time taken for NumPy : 0.000179 seconds
Step: 1522   | Time taken for obs : 0.000000 seconds
Step: 1522   | Time taken for reward : 0.000001 seconds
Step: 1523   | Time taken for print : 0.000001 seconds
Step: 1523   | Time taken for terminated : 0.000002 seconds
Step: 1523   | Time taken for max_steps : 0.000000 seconds
Step: 1523   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006327 seconds
Step: 1523   |Time taken for simulate : 0.001972 seconds
Step: 1523   | Time taken for NumPy : 0.000578 seconds
Step: 1523   | Time taken for obs : 0.000000 seconds
Step: 1523   | Time taken for reward : 0.000001 seconds
Step: 1524   | Time taken for rollback : 0.000016 seconds
Step: 1524   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007401 seconds
Step: 1524   |Time taken for simulate : 0.001716 seconds
Step: 1524   | Time taken for NumPy : 0.000193 seconds
Step: 1524   | Time taken for obs : 0.000000 seconds
Step: 1524   | Time taken for reward : 0.000001 seconds
Step: 1525   | Time taken for rollback : 0.000013 seconds
Step: 1525   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.005950 seconds
Step: 1525   |Time taken for simulate : 0.004436 seconds
Step: 1525   | Time taken for NumPy : 0.000200 seconds
Step: 1525   | Time taken for obs : 0.000001 seconds
Step: 1525   | Time taken for reward : 0.000001 seconds
Step: 1526   | Time taken for rollback : 0.000013 seconds
Step: 1526   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006201 seconds
Step: 1526   |Time taken for simulate : 0.007511 seconds
Step: 1526   | Time taken for NumPy : 0.000374 seconds
Step: 1526   | Time taken for obs : 0.000002 seconds
Step: 1526   | Time taken for reward : 0.000001 seconds
Step: 1527   | Time taken for rollback : 0.000025 seconds
Step: 1527   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.013317 seconds
Step: 1527   |Time taken for simulate : 0.002425 seconds
Step: 1527   | Time taken for NumPy : 0.000179 seconds
Step: 1527   | Time taken for obs : 0.000001 seconds
Step: 1527   | Time taken for reward : 0.000001 seconds
Step: 1528   | Time taken for rollback : 0.000014 seconds
Step: 1528   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008933 seconds
Step: 1528   |Time taken for simulate : 0.002197 seconds
Step: 1528   | Time taken for NumPy : 0.000175 seconds
Step: 1528   | Time taken for obs : 0.000001 seconds
Step: 1528   | Time taken for reward : 0.000001 seconds
Step: 1529   | Time taken for print : 0.000001 seconds
Step: 1529   | Time taken for terminated : 0.000001 seconds
Step: 1529   | Time taken for max_steps : 0.000000 seconds
Step: 1529   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008425 seconds
Step: 1529   |Time taken for simulate : 0.002183 seconds
Step: 1529   | Time taken for NumPy : 0.000182 seconds
Step: 1529   | Time taken for obs : 0.000000 seconds
Step: 1529   | Time taken for reward : 0.000001 seconds
Step: 1530   | Time taken for print : 0.000001 seconds
Step: 1530   | Time taken for terminated : 0.000001 seconds
Step: 1530   | Time taken for max_steps : 0.000001 seconds
Step: 1530   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007807 seconds
Step: 1530   |Time taken for simulate : 0.001960 seconds
Step: 1530   | Time taken for NumPy : 0.000177 seconds
Step: 1530   | Time taken for obs : 0.000001 seconds
Step: 1530   | Time taken for reward : 0.000001 seconds
Step: 1531   | Time taken for rollback : 0.000012 seconds
Step: 1531   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007771 seconds
Step: 1531   |Time taken for simulate : 0.001966 seconds
Step: 1531   | Time taken for NumPy : 0.000176 seconds
Step: 1531   | Time taken for obs : 0.000000 seconds
Step: 1531   | Time taken for reward : 0.000001 seconds
Step: 1532   | Time taken for rollback : 0.000012 seconds
Step: 1532   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008038 seconds
Step: 1532   |Time taken for simulate : 0.002060 seconds
Step: 1532   | Time taken for NumPy : 0.000183 seconds
Step: 1532   | Time taken for obs : 0.000000 seconds
Step: 1532   | Time taken for reward : 0.000001 seconds
Step: 1533   | Time taken for rollback : 0.000015 seconds
Step: 1533   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.011422 seconds
Step: 1533   |Time taken for simulate : 0.003923 seconds
Step: 1533   | Time taken for NumPy : 0.000185 seconds
Step: 1533   | Time taken for obs : 0.000000 seconds
Step: 1533   | Time taken for reward : 0.000001 seconds
Step: 1534   | Time taken for rollback : 0.000016 seconds
Step: 1534   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006988 seconds
Step: 1534   |Time taken for simulate : 0.001985 seconds
Step: 1534   | Time taken for NumPy : 0.000178 seconds
Step: 1534   | Time taken for obs : 0.000000 seconds
Step: 1534   | Time taken for reward : 0.000001 seconds
Step: 1535   | Time taken for rollback : 0.000014 seconds
Step: 1535   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006729 seconds
Step: 1535   |Time taken for simulate : 0.002139 seconds
Step: 1535   | Time taken for NumPy : 0.000180 seconds
Step: 1535   | Time taken for obs : 0.000001 seconds
Step: 1535   | Time taken for reward : 0.000001 seconds
Step: 1536   | Time taken for rollback : 0.000013 seconds
------------------------------------------
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 3            |
|    time_elapsed         | 57           |
|    total_timesteps      | 1536         |
| train/                  |              |
|    approx_kl            | 0.0043227733 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -13.2        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 3.02         |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.038       |
|    value_loss           | 8.13         |
------------------------------------------
Step: 1536   | Time taken for 스텝 사이와 사이 (action choose time?) : 12.330672 seconds
Step: 1536   |Time taken for simulate : 0.014110 seconds
Step: 1536   | Time taken for NumPy : 0.000185 seconds
Step: 1536   | Time taken for obs : 0.000001 seconds
Step: 1536   | Time taken for reward : 0.000001 seconds
Step: 1537   | Time taken for rollback : 0.000017 seconds
Step: 1537   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006903 seconds
Step: 1537   |Time taken for simulate : 0.003672 seconds
Step: 1537   | Time taken for NumPy : 0.000180 seconds
Step: 1537   | Time taken for obs : 0.000001 seconds
Step: 1537   | Time taken for reward : 0.000001 seconds
Step: 1538   | Time taken for rollback : 0.000013 seconds
Step: 1538   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.005785 seconds
Step: 1538   |Time taken for simulate : 0.001734 seconds
Step: 1538   | Time taken for NumPy : 0.000169 seconds
Step: 1538   | Time taken for obs : 0.000000 seconds
Step: 1538   | Time taken for reward : 0.000001 seconds
Step: 1539   | Time taken for print : 0.000001 seconds
Step: 1539   | Time taken for terminated : 0.000002 seconds
Step: 1539   | Time taken for max_steps : 0.000000 seconds
Step: 1539   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.005678 seconds
Step: 1539   |Time taken for simulate : 0.001878 seconds
Step: 1539   | Time taken for NumPy : 0.000271 seconds
Step: 1539   | Time taken for obs : 0.000001 seconds
Step: 1539   | Time taken for reward : 0.000001 seconds
Step: 1540   | Time taken for print : 0.000001 seconds
Step: 1540   | Time taken for terminated : 0.000002 seconds
Step: 1540   | Time taken for max_steps : 0.000001 seconds
Step: 1540   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006168 seconds
Step: 1540   |Time taken for simulate : 0.007139 seconds
Step: 1540   | Time taken for NumPy : 0.000195 seconds
Step: 1540   | Time taken for obs : 0.000000 seconds
Step: 1540   | Time taken for reward : 0.000001 seconds
Step: 1541   | Time taken for rollback : 0.000014 seconds
Step: 1541   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006667 seconds
Step: 1541   |Time taken for simulate : 0.002344 seconds
Step: 1541   | Time taken for NumPy : 0.000288 seconds
Step: 1541   | Time taken for obs : 0.000001 seconds
Step: 1541   | Time taken for reward : 0.000001 seconds
Step: 1542   | Time taken for print : 0.000001 seconds
Step: 1542   | Time taken for terminated : 0.000002 seconds
Step: 1542   | Time taken for max_steps : 0.000001 seconds
Step: 1542   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006721 seconds
Step: 1542   |Time taken for simulate : 0.002280 seconds
Step: 1542   | Time taken for NumPy : 0.000180 seconds
Step: 1542   | Time taken for obs : 0.000000 seconds
Step: 1542   | Time taken for reward : 0.000001 seconds
Step: 1543   | Time taken for rollback : 0.000014 seconds
Step: 1543   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.005947 seconds
Step: 1543   |Time taken for simulate : 0.002455 seconds
Step: 1543   | Time taken for NumPy : 0.000392 seconds
Step: 1543   | Time taken for obs : 0.000000 seconds
Step: 1543   | Time taken for reward : 0.000001 seconds
Step: 1544   | Time taken for rollback : 0.000014 seconds
Step: 1544   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009295 seconds
Step: 1544   |Time taken for simulate : 0.002618 seconds
Step: 1544   | Time taken for NumPy : 0.000310 seconds
Step: 1544   | Time taken for obs : 0.000001 seconds
Step: 1544   | Time taken for reward : 0.000001 seconds
Step: 1545   | Time taken for rollback : 0.000014 seconds
Step: 1545   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008808 seconds
Step: 1545   |Time taken for simulate : 0.007489 seconds
Step: 1545   | Time taken for NumPy : 0.000526 seconds
Step: 1545   | Time taken for obs : 0.000001 seconds
Step: 1545   | Time taken for reward : 0.000001 seconds
Step: 1546   | Time taken for rollback : 0.000014 seconds
Step: 1546   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010553 seconds
Step: 1546   |Time taken for simulate : 0.014452 seconds
Step: 1546   | Time taken for NumPy : 0.000175 seconds
Step: 1546   | Time taken for obs : 0.000000 seconds
Step: 1546   | Time taken for reward : 0.000001 seconds
Step: 1547   | Time taken for rollback : 0.000014 seconds
Step: 1547   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007659 seconds
Step: 1547   |Time taken for simulate : 0.016804 seconds
Step: 1547   | Time taken for NumPy : 0.000317 seconds
Step: 1547   | Time taken for obs : 0.000001 seconds
Step: 1547   | Time taken for reward : 0.000001 seconds
Step: 1548   | Time taken for print : 0.000001 seconds
Step: 1548   | Time taken for terminated : 0.000002 seconds
Step: 1548   | Time taken for max_steps : 0.000001 seconds
Step: 1548   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006395 seconds
Step: 1548   |Time taken for simulate : 0.001725 seconds
Step: 1548   | Time taken for NumPy : 0.000178 seconds
Step: 1548   | Time taken for obs : 0.000001 seconds
Step: 1548   | Time taken for reward : 0.000001 seconds
Step: 1549   | Time taken for rollback : 0.000016 seconds
Step: 1549   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007344 seconds
Step: 1549   |Time taken for simulate : 0.001896 seconds
Step: 1549   | Time taken for NumPy : 0.000720 seconds
Step: 1549   | Time taken for obs : 0.000001 seconds
Step: 1549   | Time taken for reward : 0.000001 seconds
Step: 1550   | Time taken for print : 0.000001 seconds
Step: 1550   | Time taken for terminated : 0.000002 seconds
Step: 1550   | Time taken for max_steps : 0.000001 seconds
Step: 1550   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009294 seconds
Step: 1550   |Time taken for simulate : 0.002342 seconds
Step: 1550   | Time taken for NumPy : 0.000726 seconds
Step: 1550   | Time taken for obs : 0.000002 seconds
Step: 1550   | Time taken for reward : 0.000002 seconds
Step: 1551   | Time taken for rollback : 0.000075 seconds
Step: 1551   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.014565 seconds
Step: 1551   |Time taken for simulate : 0.002877 seconds
Step: 1551   | Time taken for NumPy : 0.000212 seconds
Step: 1551   | Time taken for obs : 0.000000 seconds
Step: 1551   | Time taken for reward : 0.000001 seconds
Step: 1552   | Time taken for rollback : 0.000016 seconds
Step: 1552   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008730 seconds
Step: 1552   |Time taken for simulate : 0.001958 seconds
Step: 1552   | Time taken for NumPy : 0.000183 seconds
Step: 1552   | Time taken for obs : 0.000001 seconds
Step: 1552   | Time taken for reward : 0.000001 seconds
Step: 1553   | Time taken for rollback : 0.000013 seconds
Step: 1553   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007080 seconds
Step: 1553   |Time taken for simulate : 0.012957 seconds
Step: 1553   | Time taken for NumPy : 0.000459 seconds
Step: 1553   | Time taken for obs : 0.000000 seconds
Step: 1553   | Time taken for reward : 0.000001 seconds
Step: 1554   | Time taken for rollback : 0.000013 seconds
Step: 1554   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006829 seconds
Step: 1554   |Time taken for simulate : 0.014184 seconds
Step: 1554   | Time taken for NumPy : 0.000581 seconds
Step: 1554   | Time taken for obs : 0.000002 seconds
Step: 1554   | Time taken for reward : 0.000002 seconds
Step: 1555   | Time taken for rollback : 0.000036 seconds
Step: 1555   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009643 seconds
Step: 1555   |Time taken for simulate : 0.003284 seconds
Step: 1555   | Time taken for NumPy : 0.000185 seconds
Step: 1555   | Time taken for obs : 0.000000 seconds
Step: 1555   | Time taken for reward : 0.000001 seconds
Step: 1556   | Time taken for rollback : 0.000014 seconds
Step: 1556   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007971 seconds
Step: 1556   |Time taken for simulate : 0.003020 seconds
Step: 1556   | Time taken for NumPy : 0.000183 seconds
Step: 1556   | Time taken for obs : 0.000000 seconds
Step: 1556   | Time taken for reward : 0.000001 seconds
Step: 1557   | Time taken for rollback : 0.000014 seconds
Step: 1557   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007873 seconds
Step: 1557   |Time taken for simulate : 0.001752 seconds
Step: 1557   | Time taken for NumPy : 0.000179 seconds
Step: 1557   | Time taken for obs : 0.000000 seconds
Step: 1557   | Time taken for reward : 0.000001 seconds
Step: 1558   | Time taken for rollback : 0.000013 seconds
Step: 1558   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008175 seconds
Step: 1558   |Time taken for simulate : 0.002277 seconds
Step: 1558   | Time taken for NumPy : 0.000524 seconds
Step: 1558   | Time taken for obs : 0.000003 seconds
Step: 1558   | Time taken for reward : 0.000001 seconds
Step: 1559   | Time taken for rollback : 0.000057 seconds
Step: 1559   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.016393 seconds
Step: 1559   |Time taken for simulate : 0.004209 seconds
Step: 1559   | Time taken for NumPy : 0.000213 seconds
Step: 1559   | Time taken for obs : 0.000000 seconds
Step: 1559   | Time taken for reward : 0.000001 seconds
Step: 1560   | Time taken for rollback : 0.000013 seconds
Step: 1560   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008888 seconds
Step: 1560   |Time taken for simulate : 0.013083 seconds
Step: 1560   | Time taken for NumPy : 0.000211 seconds
Step: 1560   | Time taken for obs : 0.000000 seconds
Step: 1560   | Time taken for reward : 0.000001 seconds
Step: 1561   | Time taken for rollback : 0.000017 seconds
Step: 1561   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009598 seconds
Step: 1561   |Time taken for simulate : 0.007431 seconds
Step: 1561   | Time taken for NumPy : 0.000180 seconds
Step: 1561   | Time taken for obs : 0.000000 seconds
Step: 1561   | Time taken for reward : 0.000001 seconds
Step: 1562   | Time taken for rollback : 0.000013 seconds
Step: 1562   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008718 seconds
Step: 1562   |Time taken for simulate : 0.002096 seconds
Step: 1562   | Time taken for NumPy : 0.000175 seconds
Step: 1562   | Time taken for obs : 0.000000 seconds
Step: 1562   | Time taken for reward : 0.000001 seconds
Step: 1563   | Time taken for rollback : 0.000013 seconds
Step: 1563   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008363 seconds
Step: 1563   |Time taken for simulate : 0.001995 seconds
Step: 1563   | Time taken for NumPy : 0.000173 seconds
Step: 1563   | Time taken for obs : 0.000001 seconds
Step: 1563   | Time taken for reward : 0.000000 seconds
Step: 1564   | Time taken for print : 0.000001 seconds
Step: 1564   | Time taken for terminated : 0.000002 seconds
Step: 1564   | Time taken for max_steps : 0.000000 seconds
Step: 1564   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008404 seconds
Step: 1564   |Time taken for simulate : 0.001998 seconds
Step: 1564   | Time taken for NumPy : 0.000176 seconds
Step: 1564   | Time taken for obs : 0.000000 seconds
Step: 1564   | Time taken for reward : 0.000001 seconds
Step: 1565   | Time taken for rollback : 0.000012 seconds
Step: 1565   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008847 seconds
Step: 1565   |Time taken for simulate : 0.001731 seconds
Step: 1565   | Time taken for NumPy : 0.000180 seconds
Step: 1565   | Time taken for obs : 0.000001 seconds
Step: 1565   | Time taken for reward : 0.000000 seconds
Step: 1566   | Time taken for print : 0.000001 seconds
Step: 1566   | Time taken for terminated : 0.000002 seconds
Step: 1566   | Time taken for max_steps : 0.000001 seconds
Step: 1566   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.013419 seconds
Step: 1566   |Time taken for simulate : 0.003520 seconds
Step: 1566   | Time taken for NumPy : 0.000195 seconds
Step: 1566   | Time taken for obs : 0.000001 seconds
Step: 1566   | Time taken for reward : 0.000004 seconds
Step: 1567   | Time taken for rollback : 0.000082 seconds
Step: 1567   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010877 seconds
Step: 1567   |Time taken for simulate : 0.002110 seconds
Step: 1567   | Time taken for NumPy : 0.000186 seconds
Step: 1567   | Time taken for obs : 0.000000 seconds
Step: 1567   | Time taken for reward : 0.000001 seconds
Step: 1568   | Time taken for rollback : 0.000015 seconds
Step: 1568   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007263 seconds
Step: 1568   |Time taken for simulate : 0.002310 seconds
Step: 1568   | Time taken for NumPy : 0.000296 seconds
Step: 1568   | Time taken for obs : 0.000001 seconds
Step: 1568   | Time taken for reward : 0.000001 seconds
Step: 1569   | Time taken for print : 0.000001 seconds
Step: 1569   | Time taken for terminated : 0.000002 seconds
Step: 1569   | Time taken for max_steps : 0.000001 seconds
Step: 1569   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007351 seconds
Step: 1569   |Time taken for simulate : 0.002263 seconds
Step: 1569   | Time taken for NumPy : 0.000179 seconds
Step: 1569   | Time taken for obs : 0.000000 seconds
Step: 1569   | Time taken for reward : 0.000000 seconds
Step: 1570   | Time taken for rollback : 0.000013 seconds
Step: 1570   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007143 seconds
Step: 1570   |Time taken for simulate : 0.001715 seconds
Step: 1570   | Time taken for NumPy : 0.000178 seconds
Step: 1570   | Time taken for obs : 0.000000 seconds
Step: 1570   | Time taken for reward : 0.000000 seconds
Step: 1571   | Time taken for rollback : 0.000013 seconds
Step: 1571   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006486 seconds
Step: 1571   |Time taken for simulate : 0.002200 seconds
Step: 1571   | Time taken for NumPy : 0.000224 seconds
Step: 1571   | Time taken for obs : 0.000001 seconds
Step: 1571   | Time taken for reward : 0.000001 seconds
Step: 1572   | Time taken for rollback : 0.000370 seconds
Step: 1572   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010862 seconds
Step: 1572   |Time taken for simulate : 0.010788 seconds
Step: 1572   | Time taken for NumPy : 0.000178 seconds
Step: 1572   | Time taken for obs : 0.000000 seconds
Step: 1572   | Time taken for reward : 0.000001 seconds
Step: 1573   | Time taken for print : 0.000001 seconds
Step: 1573   | Time taken for terminated : 0.000002 seconds
Step: 1573   | Time taken for max_steps : 0.000001 seconds
Step: 1573   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007144 seconds
Step: 1573   |Time taken for simulate : 0.002222 seconds
Step: 1573   | Time taken for NumPy : 0.000178 seconds
Step: 1573   | Time taken for obs : 0.000000 seconds
Step: 1573   | Time taken for reward : 0.000001 seconds
Step: 1574   | Time taken for rollback : 0.000014 seconds
Step: 1574   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006553 seconds
Step: 1574   |Time taken for simulate : 0.002065 seconds
Step: 1574   | Time taken for NumPy : 0.000173 seconds
Step: 1574   | Time taken for obs : 0.000001 seconds
Step: 1574   | Time taken for reward : 0.000001 seconds
Step: 1575   | Time taken for rollback : 0.000013 seconds
Step: 1575   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006226 seconds
